date,year,month,return_pct,cycle_label
1979-01-01,1979,1,4.99,pre_election_year
1979-02-01,1979,2,-2.83,pre_election_year
1979-03-01,1979,3,6.48,pre_election_year
1979-04-01,1979,4,0.73,pre_election_year
1979-05-01,1979,5,-1.38,pre_election_year
1979-06-01,1979,6,4.65,pre_election_year
1979-07-01,1979,7,1.6,pre_election_year
1979-08-01,1979,8,6.31,pre_election_year
1979-09-01,1979,9,0.0,pre_election_year
1979-10-01,1979,10,-7.23,pre_election_year
1979-11-01,1979,11,6.21,pre_election_year
1979-12-01,1979,12,2.73,pre_election_year
1980-01-01,1980,1,6.3,election_year
1980-02-01,1980,2,-0.34,election_year
1980-03-01,1980,3,-11.69,election_year
1980-04-01,1980,4,5.21,election_year
1980-05-01,1980,5,6.07,election_year
1980-06-01,1980,6,3.59,election_year
1980-07-01,1980,7,7.04,election_year
1980-08-01,1980,8,2.39,election_year
1980-09-01,1980,9,2.94,election_year
1980-10-01,1980,10,1.99,election_year
1980-11-01,1980,11,10.56,election_year
1980-12-01,1980,12,-3.15,election_year
1981-01-01,1981,1,-4.02,post_election_year
1981-02-01,1981,2,1.68,post_election_year
1981-03-01,1981,3,4.88,post_election_year
1981-04-01,1981,4,-1.08,post_election_year
1981-05-01,1981,5,1.28,post_election_year
1981-06-01,1981,6,-0.99,post_election_year
1981-07-01,1981,7,-0.31,post_election_year
1981-08-01,1981,8,-5.74,post_election_year
1981-09-01,1981,9,-5.95,post_election_year
1981-10-01,1981,10,6.13,post_election_year
1981-11-01,1981,11,4.47,post_election_year
1981-12-01,1981,12,-2.76,post_election_year
1982-01-01,1982,1,-2.43,midterm_year
1982-02-01,1982,2,-4.94,midterm_year
1982-03-01,1982,3,-0.84,midterm_year
1982-04-01,1982,4,4.37,midterm_year
1982-05-01,1982,5,-2.87,midterm_year
1982-06-01,1982,6,-2.12,midterm_year
1982-07-01,1982,7,-2.15,midterm_year
1982-08-01,1982,8,11.99,midterm_year
1982-09-01,1982,9,1.82,midterm_year
1982-10-01,1982,10,11.89,midterm_year
1982-11-01,1982,11,5.31,midterm_year
1982-12-01,1982,12,1.23,midterm_year
1983-01-01,1983,1,4.28,pre_election_year
1983-02-01,1983,2,3.21,pre_election_year
1983-03-01,1983,3,3.44,pre_election_year
1983-04-01,1983,4,7.37,pre_election_year
1983-05-01,1983,5,1.2,pre_election_year
1983-06-01,1983,6,3.74,pre_election_year
1983-07-01,1983,7,-3.32,pre_election_year
1983-08-01,1983,8,0.26,pre_election_year
1983-09-01,1983,9,1.68,pre_election_year
1983-10-01,1983,10,-2.67,pre_election_year
1983-11-01,1983,11,2.87,pre_election_year
1983-12-01,1983,12,-1.04,pre_election_year
1984-01-01,1984,1,-1.16,election_year
1984-02-01,1984,2,-4.06,election_year
1984-03-01,1984,3,1.38,election_year
1984-04-01,1984,4,0.3,election_year
1984-05-01,1984,5,-5.2,election_year
1984-06-01,1984,6,2.56,election_year
1984-07-01,1984,7,-1.9,election_year
1984-08-01,1984,8,11.1,election_year
1984-09-01,1984,9,0.06,election_year
1984-10-01,1984,10,0.16,election_year
1984-11-01,1984,11,-1.04,election_year
1984-12-01,1984,12,2.48,election_year
1985-01-01,1985,1,8.62,post_election_year
1985-02-01,1985,2,1.8,post_election_year
1985-03-01,1985,3,-0.21,post_election_year
1985-04-01,1985,4,-0.24,post_election_year
1985-05-01,1985,5,5.73,post_election_year
1985-06-01,1985,6,1.82,post_election_year
1985-07-01,1985,7,-0.1,post_election_year
1985-08-01,1985,8,-0.46,post_election_year
1985-09-01,1985,9,-3.91,post_election_year
1985-10-01,1985,10,4.65,post_election_year
1985-11-01,1985,11,7.07,post_election_year
1985-12-01,1985,12,4.53,post_election_year
1986-01-01,1986,1,1.21,midterm_year
1986-02-01,1986,2,7.67,midterm_year
1986-03-01,1986,3,5.51,midterm_year
1986-04-01,1986,4,-0.76,midterm_year
1986-05-01,1986,5,5.11,midterm_year
1986-06-01,1986,6,1.58,midterm_year
1986-07-01,1986,7,-5.91,midterm_year
1986-08-01,1986,8,6.53,midterm_year
1986-09-01,1986,9,-8.14,midterm_year
1986-10-01,1986,10,5.1,midterm_year
1986-11-01,1986,11,1.56,midterm_year
1986-12-01,1986,12,-2.77,midterm_year
1987-01-01,1987,1,12.87,pre_election_year
1987-02-01,1987,2,4.81,pre_election_year
1987-03-01,1987,3,2.1,pre_election_year
1987-04-01,1987,4,-1.65,pre_election_year
1987-05-01,1987,5,0.49,pre_election_year
1987-06-01,1987,6,4.39,pre_election_year
1987-07-01,1987,7,4.3,pre_election_year
1987-08-01,1987,8,3.99,pre_election_year
1987-09-01,1987,9,-2.13,pre_election_year
1987-10-01,1987,10,-22.59,pre_election_year
1987-11-01,1987,11,-7.41,pre_election_year
1987-12-01,1987,12,7.21,pre_election_year
1988-01-01,1988,1,4.5,election_year
1988-02-01,1988,2,5.23,election_year
1988-03-01,1988,3,-1.82,election_year
1988-04-01,1988,4,1.03,election_year
1988-05-01,1988,5,0.24,election_year
1988-06-01,1988,6,5.27,election_year
1988-07-01,1988,7,-0.74,election_year
1988-08-01,1988,8,-2.72,election_year
1988-09-01,1988,9,3.93,election_year
1988-10-01,1988,10,1.77,election_year
1988-11-01,1988,11,-1.7,election_year
1988-12-01,1988,12,2.11,election_year
1989-01-01,1989,1,6.62,post_election_year
1989-02-01,1989,2,-1.62,post_election_year
1989-03-01,1989,3,2.24,post_election_year
1989-04-01,1989,4,5.02,post_election_year
1989-05-01,1989,5,4.07,post_election_year
1989-06-01,1989,6,-0.62,post_election_year
1989-07-01,1989,7,7.88,post_election_year
1989-08-01,1989,8,2.17,post_election_year
1989-09-01,1989,9,-0.11,post_election_year
1989-10-01,1989,10,-2.97,post_election_year
1989-11-01,1989,11,1.73,post_election_year
1989-12-01,1989,12,1.79,post_election_year
1990-01-01,1990,1,-7.23,midterm_year
1990-02-01,1990,2,1.69,midterm_year
1990-03-01,1990,3,2.47,midterm_year
1990-04-01,1990,4,-2.67,midterm_year
1990-05-01,1990,5,9.11,midterm_year
1990-06-01,1990,6,-0.46,midterm_year
1990-07-01,1990,7,-1.22,midterm_year
1990-08-01,1990,8,-9.46,midterm_year
1990-09-01,1990,9,-5.51,midterm_year
1990-10-01,1990,10,-1.24,midterm_year
1990-11-01,1990,11,6.92,midterm_year
1990-12-01,1990,12,3.06,midterm_year
1991-01-01,1991,1,5.21,pre_election_year
1991-02-01,1991,2,7.67,pre_election_year
1991-03-01,1991,3,3.1,pre_election_year
1991-04-01,1991,4,0.25,pre_election_year
1991-05-01,1991,5,4.13,pre_election_year
1991-06-01,1991,6,-4.52,pre_election_year
1991-07-01,1991,7,4.73,pre_election_year
1991-08-01,1991,8,2.78,pre_election_year
1991-09-01,1991,9,-1.13,pre_election_year
1991-10-01,1991,10,1.71,pre_election_year
1991-11-01,1991,11,-3.81,pre_election_year
1991-12-01,1991,12,11.23,pre_election_year
1992-01-01,1992,1,-0.25,election_year
1992-02-01,1992,2,1.36,election_year
1992-03-01,1992,3,-2.31,election_year
1992-04-01,1992,4,1.41,election_year
1992-05-01,1992,5,0.58,election_year
1992-06-01,1992,6,-2.01,election_year
1992-07-01,1992,7,4.09,election_year
1992-08-01,1992,8,-2.12,election_year
1992-09-01,1992,9,1.45,election_year
1992-10-01,1992,10,1.25,election_year
1992-11-01,1992,11,4.37,election_year
1992-12-01,1992,12,1.81,election_year
1993-01-01,1993,1,1.16,post_election_year
1993-02-01,1993,2,0.34,post_election_year
1993-03-01,1993,3,2.57,post_election_year
1993-04-01,1993,4,-2.81,post_election_year
1993-05-01,1993,5,3.11,post_election_year
1993-06-01,1993,6,0.55,post_election_year
1993-07-01,1993,7,-0.1,post_election_year
1993-08-01,1993,8,3.97,post_election_year
1993-09-01,1993,9,0.14,post_election_year
1993-10-01,1993,10,1.64,post_election_year
1993-11-01,1993,11,-1.62,post_election_year
1993-12-01,1993,12,1.88,post_election_year
1994-01-01,1994,1,3.12,midterm_year
1994-02-01,1994,2,-2.34,midterm_year
1994-03-01,1994,3,-4.52,midterm_year
1994-04-01,1994,4,0.95,midterm_year
1994-05-01,1994,5,0.9,midterm_year
1994-06-01,1994,6,-2.73,midterm_year
1994-07-01,1994,7,3.1,midterm_year
1994-08-01,1994,8,4.39,midterm_year
1994-09-01,1994,9,-1.91,midterm_year
1994-10-01,1994,10,1.73,midterm_year
1994-11-01,1994,11,-3.66,midterm_year
1994-12-01,1994,12,1.3,midterm_year
1995-01-01,1995,1,2.22,pre_election_year
1995-02-01,1995,2,4.03,pre_election_year
1995-03-01,1995,3,2.65,pre_election_year
1995-04-01,1995,4,2.55,pre_election_year
1995-05-01,1995,5,3.44,pre_election_year
1995-06-01,1995,6,3.19,pre_election_year
1995-07-01,1995,7,4.16,pre_election_year
1995-08-01,1995,8,1.02,pre_election_year
1995-09-01,1995,9,3.79,pre_election_year
1995-10-01,1995,10,-1.04,pre_election_year
1995-11-01,1995,11,4.38,pre_election_year
1995-12-01,1995,12,1.53,pre_election_year
1996-01-01,1996,1,2.69,election_year
1996-02-01,1996,2,1.72,election_year
1996-03-01,1996,3,1.13,election_year
1996-04-01,1996,4,2.52,election_year
1996-05-01,1996,5,2.78,election_year
1996-06-01,1996,6,-0.73,election_year
1996-07-01,1996,7,-5.51,election_year
1996-08-01,1996,8,3.18,election_year
1996-09-01,1996,9,5.45,election_year
1996-10-01,1996,10,1.29,election_year
1996-11-01,1996,11,6.66,election_year
1996-12-01,1996,12,-1.24,election_year
1997-01-01,1997,1,5.41,post_election_year
1997-02-01,1997,2,-0.09,post_election_year
1997-03-01,1997,3,-4.59,post_election_year
1997-04-01,1997,4,4.47,post_election_year
1997-05-01,1997,5,7.22,post_election_year
1997-06-01,1997,6,4.47,post_election_year
1997-07-01,1997,7,7.74,post_election_year
1997-08-01,1997,8,-3.69,post_election_year
1997-09-01,1997,9,5.78,post_election_year
1997-10-01,1997,10,-3.38,post_election_year
1997-11-01,1997,11,3.38,post_election_year
1997-12-01,1997,12,1.81,post_election_year
1998-01-01,1998,1,0.58,midterm_year
1998-02-01,1998,2,7.42,midterm_year
1998-03-01,1998,3,5.15,midterm_year
1998-04-01,1998,4,1.17,midterm_year
1998-05-01,1998,5,-2.67,midterm_year
1998-06-01,1998,6,3.6,midterm_year
1998-07-01,1998,7,-2.02,midterm_year
1998-08-01,1998,8,-15.62,midterm_year
1998-09-01,1998,9,6.65,midterm_year
1998-10-01,1998,10,7.3,midterm_year
1998-11-01,1998,11,6.38,midterm_year
1998-12-01,1998,12,6.53,midterm_year
1999-01-01,1999,1,3.83,pre_election_year
1999-02-01,1999,2,-3.73,pre_election_year
1999-03-01,1999,3,3.91,pre_election_year
1999-04-01,1999,4,4.71,pre_election_year
1999-05-01,1999,5,-2.12,pre_election_year
1999-06-01,1999,6,5.17,pre_election_year
1999-07-01,1999,7,-3.11,pre_election_year
1999-08-01,1999,8,-0.98,pre_election_year
1999-09-01,1999,9,-2.38,pre_election_year
1999-10-01,1999,10,6.48,pre_election_year
1999-11-01,1999,11,3.77,pre_election_year
1999-12-01,1999,12,8.1,pre_election_year
2000-01-01,2000,1,-4.33,election_year
2000-02-01,2000,2,2.89,election_year
2000-03-01,2000,3,5.68,election_year
2000-04-01,2000,4,-5.93,election_year
2000-05-01,2000,5,-3.89,election_year
2000-06-01,2000,6,5.08,election_year
2000-07-01,2000,7,-2.0,election_year
2000-08-01,2000,8,7.53,election_year
2000-09-01,2000,9,-4.93,election_year
2000-10-01,2000,10,-2.22,election_year
2000-11-01,2000,11,-10.19,election_year
2000-12-01,2000,12,1.68,election_year
2001-01-01,2001,1,3.79,post_election_year
2001-02-01,2001,2,-9.65,post_election_year
2001-03-01,2001,3,-6.83,post_election_year
2001-04-01,2001,4,8.32,post_election_year
2001-05-01,2001,5,1.0,post_election_year
2001-06-01,2001,6,-1.66,post_election_year
2001-07-01,2001,7,-1.83,post_election_year
2001-08-01,2001,8,-6.09,post_election_year
2001-09-01,2001,9,-8.96,post_election_year
2001-10-01,2001,10,2.7,post_election_year
2001-11-01,2001,11,7.7,post_election_year
2001-12-01,2001,12,1.76,post_election_year
2002-01-01,2002,1,-1.3,midterm_year
2002-02-01,2002,2,-2.17,midterm_year
2002-03-01,2002,3,4.37,midterm_year
2002-04-01,2002,4,-5.06,midterm_year
2002-05-01,2002,5,-1.22,midterm_year
2002-06-01,2002,6,-7.1,midterm_year
2002-07-01,2002,7,-8.04,midterm_year
2002-08-01,2002,8,0.64,midterm_year
2002-09-01,2002,9,-10.2,midterm_year
2002-10-01,2002,10,7.98,midterm_year
2002-11-01,2002,11,6.08,midterm_year
2002-12-01,2002,12,-5.65,midterm_year
2003-01-01,2003,1,-2.47,pre_election_year
2003-02-01,2003,2,-1.79,pre_election_year
2003-03-01,2003,3,1.19,pre_election_year
2003-04-01,2003,4,8.28,pre_election_year
2003-05-01,2003,5,6.14,pre_election_year
2003-06-01,2003,6,1.52,pre_election_year
2003-07-01,2003,7,2.4,pre_election_year
2003-08-01,2003,8,2.4,pre_election_year
2003-09-01,2003,9,-1.16,pre_election_year
2003-10-01,2003,10,6.15,pre_election_year
2003-11-01,2003,11,1.42,pre_election_year
2003-12-01,2003,12,4.37,pre_election_year
2004-01-01,2004,1,2.22,election_year
2004-02-01,2004,2,1.46,election_year
2004-03-01,2004,3,-1.23,election_year
2004-04-01,2004,4,-1.73,election_year
2004-05-01,2004,5,1.24,election_year
2004-06-01,2004,6,1.93,election_year
2004-07-01,2004,7,-3.94,election_year
2004-08-01,2004,8,0.18,election_year
2004-09-01,2004,9,1.71,election_year
2004-10-01,2004,10,1.53,election_year
2004-11-01,2004,11,4.68,election_year
2004-12-01,2004,12,3.58,election_year
2005-01-01,2005,1,-2.59,post_election_year
2005-02-01,2005,2,2.04,post_election_year
2005-03-01,2005,3,-1.73,post_election_year
2005-04-01,2005,4,-2.4,post_election_year
2005-05-01,2005,5,3.89,post_election_year
2005-06-01,2005,6,0.81,post_election_year
2005-07-01,2005,7,4.16,post_election_year
2005-08-01,2005,8,-0.9,post_election_year
2005-09-01,2005,9,0.77,post_election_year
2005-10-01,2005,10,-1.77,post_election_year
2005-11-01,2005,11,3.92,post_election_year
2005-12-01,2005,12,0.08,post_election_year
2006-01-01,2006,1,3.38,midterm_year
2006-02-01,2006,2,0.04,midterm_year
2006-03-01,2006,3,1.84,midterm_year
2006-04-01,2006,4,1.09,midterm_year
2006-05-01,2006,5,-3.13,midterm_year
2006-06-01,2006,6,0.05,midterm_year
2006-07-01,2006,7,-0.37,midterm_year
2006-08-01,2006,8,2.45,midterm_year
2006-09-01,2006,9,2.25,midterm_year
2006-10-01,2006,10,3.63,midterm_year
2006-11-01,2006,11,2.12,midterm_year
2006-12-01,2006,12,1.25,midterm_year
2007-01-01,2007,1,1.82,pre_election_year
2007-02-01,2007,2,-1.58,pre_election_year
2007-03-01,2007,3,1.14,pre_election_year
2007-04-01,2007,4,3.93,pre_election_year
2007-05-01,2007,5,3.64,pre_election_year
2007-06-01,2007,6,-1.56,pre_election_year
2007-07-01,2007,7,-3.32,pre_election_year
2007-08-01,2007,8,1.36,pre_election_year
2007-09-01,2007,9,3.54,pre_election_year
2007-10-01,2007,10,2.11,pre_election_year
2007-11-01,2007,11,-4.46,pre_election_year
2007-12-01,2007,12,-0.6,pre_election_year
2008-01-01,2008,1,-6.12,election_year
2008-02-01,2008,2,-2.96,election_year
2008-03-01,2008,3,-0.77,election_year
2008-04-01,2008,4,4.79,election_year
2008-05-01,2008,5,2.05,election_year
2008-06-01,2008,6,-8.26,election_year
2008-07-01,2008,7,-0.6,election_year
2008-08-01,2008,8,1.66,election_year
2008-09-01,2008,9,-9.2,election_year
2008-10-01,2008,10,-17.12,election_year
2008-11-01,2008,11,-7.71,election_year
2008-12-01,2008,12,1.77,election_year
2009-01-01,2009,1,-8.09,post_election_year
2009-02-01,2009,2,-10.13,post_election_year
2009-03-01,2009,3,9.03,post_election_year
2009-04-01,2009,4,10.18,post_election_year
2009-05-01,2009,5,5.21,post_election_year
2009-06-01,2009,6,0.43,post_election_year
2009-07-01,2009,7,7.75,post_election_year
2009-08-01,2009,8,3.34,post_election_year
2009-09-01,2009,9,4.09,post_election_year
2009-10-01,2009,10,-2.53,post_election_year
2009-11-01,2009,11,5.63,post_election_year
2009-12-01,2009,12,2.81,post_election_year
2010-01-01,2010,1,-3.35,midterm_year
2010-02-01,2010,2,3.39,midterm_year
2010-03-01,2010,3,6.31,midterm_year
2010-04-01,2010,4,2.0,midterm_year
2010-05-01,2010,5,-7.89,midterm_year
2010-06-01,2010,6,-5.55,midterm_year
2010-07-01,2010,7,6.93,midterm_year
2010-08-01,2010,8,-4.77,midterm_year
2010-09-01,2010,9,9.56,midterm_year
2010-10-01,2010,10,3.88,midterm_year
2010-11-01,2010,11,0.6,midterm_year
2010-12-01,2010,12,6.83,midterm_year
2011-01-01,2011,1,1.99,pre_election_year
2011-02-01,2011,2,3.49,pre_election_year
2011-03-01,2011,3,0.46,pre_election_year
2011-04-01,2011,4,2.9,pre_election_year
2011-05-01,2011,5,-1.27,pre_election_year
2011-06-01,2011,6,-1.74,pre_election_year
2011-07-01,2011,7,-2.35,pre_election_year
2011-08-01,2011,8,-5.95,pre_election_year
2011-09-01,2011,9,-7.58,pre_election_year
2011-10-01,2011,10,11.33,pre_election_year
2011-11-01,2011,11,-0.27,pre_election_year
2011-12-01,2011,12,0.75,pre_election_year
2012-01-01,2012,1,5.05,election_year
2012-02-01,2012,2,4.42,election_year
2012-03-01,2012,3,3.12,election_year
2012-04-01,2012,4,-0.85,election_year
2012-05-01,2012,5,-6.16,election_year
2012-06-01,2012,6,3.89,election_year
2012-07-01,2012,7,0.79,election_year
2012-08-01,2012,8,2.55,election_year
2012-09-01,2012,9,2.74,election_year
2012-10-01,2012,10,-1.75,election_year
2012-11-01,2012,11,0.79,election_year
2012-12-01,2012,12,1.19,election_year
2013-01-01,2013,1,5.57,post_election_year
2013-02-01,2013,2,1.28,post_election_year
2013-03-01,2013,3,4.04,post_election_year
2013-04-01,2013,4,1.56,post_election_year
2013-05-01,2013,5,2.8,post_election_year
2013-06-01,2013,6,-1.2,post_election_year
2013-07-01,2013,7,5.65,post_election_year
2013-08-01,2013,8,-2.71,post_election_year
2013-09-01,2013,9,3.77,post_election_year
2013-10-01,2013,10,4.17,post_election_year
2013-11-01,2013,11,3.11,post_election_year
2013-12-01,2013,12,2.81,post_election_year
2014-01-01,2014,1,-3.32,midterm_year
2014-02-01,2014,2,4.66,midterm_year
2014-03-01,2014,3,0.43,midterm_year
2014-04-01,2014,4,-0.18,midterm_year
2014-05-01,2014,5,2.05,midterm_year
2014-06-01,2014,6,2.6,midterm_year
2014-07-01,2014,7,-2.03,midterm_year
2014-08-01,2014,8,4.24,midterm_year
2014-09-01,2014,9,-1.96,midterm_year
2014-10-01,2014,10,2.51,midterm_year
2014-11-01,2014,11,2.56,midterm_year
2014-12-01,2014,12,-0.05,midterm_year
2015-01-01,2015,1,-3.1,pre_election_year
2015-02-01,2015,2,6.13,pre_election_year
2015-03-01,2015,3,-1.11,pre_election_year
2015-04-01,2015,4,0.59,pre_election_year
2015-05-01,2015,5,1.37,pre_election_year
2015-06-01,2015,6,-1.52,pre_election_year
2015-07-01,2015,7,1.57,pre_election_year
2015-08-01,2015,8,-6.02,pre_election_year
2015-09-01,2015,9,-3.06,pre_election_year
2015-10-01,2015,10,7.75,pre_election_year
2015-11-01,2015,11,0.57,pre_election_year
2015-12-01,2015,12,-2.14,pre_election_year
2016-01-01,2016,1,-5.73,election_year
2016-02-01,2016,2,-0.04,election_year
2016-03-01,2016,3,6.97,election_year
2016-04-01,2016,4,0.93,election_year
2016-05-01,2016,5,1.79,election_year
2016-06-01,2016,6,-0.01,election_year
2016-07-01,2016,7,3.96,election_year
2016-08-01,2016,8,0.51,election_year
2016-09-01,2016,9,0.29,election_year
2016-10-01,2016,10,-1.99,election_year
2016-11-01,2016,11,4.87,election_year
2016-12-01,2016,12,1.84,election_year
2017-01-01,2017,1,1.98,post_election_year
2017-02-01,2017,2,3.59,post_election_year
2017-03-01,2017,3,0.2,post_election_year
2017-04-01,2017,4,1.13,post_election_year
2017-05-01,2017,5,1.13,post_election_year
2017-06-01,2017,6,0.85,post_election_year
2017-07-01,2017,7,1.95,post_election_year
2017-08-01,2017,8,0.27,post_election_year
2017-09-01,2017,9,2.58,post_election_year
2017-10-01,2017,10,2.35,post_election_year
2017-11-01,2017,11,3.2,post_election_year
2017-12-01,2017,12,1.15,post_election_year
2018-01-01,2018,1,5.69,midterm_year
2018-02-01,2018,2,-3.53,midterm_year
2018-03-01,2018,3,-2.23,midterm_year
2018-04-01,2018,4,0.41,midterm_year
2018-05-01,2018,5,2.8,midterm_year
2018-06-01,2018,6,0.63,midterm_year
2018-07-01,2018,7,3.36,midterm_year
2018-08-01,2018,8,3.61,midterm_year
2018-09-01,2018,9,0.21,midterm_year
2018-10-01,2018,10,-7.46,midterm_year
2018-11-01,2018,11,1.89,midterm_year
2018-12-01,2018,12,-9.36,midterm_year
2019-01-01,2019,1,8.58,pre_election_year
2019-02-01,2019,2,3.6,pre_election_year
2019-03-01,2019,3,1.29,pre_election_year
2019-04-01,2019,4,4.18,pre_election_year
2019-05-01,2019,5,-6.71,pre_election_year
2019-06-01,2019,6,7.17,pre_election_year
2019-07-01,2019,7,1.42,pre_election_year
2019-08-01,2019,8,-2.39,pre_election_year
2019-09-01,2019,9,1.59,pre_election_year
2019-10-01,2019,10,2.22,pre_election_year
2019-11-01,2019,11,3.99,pre_election_year
2019-12-01,2019,12,2.91,pre_election_year
2020-01-01,2020,1,0.02,election_year
2020-02-01,2020,2,-8.03,election_year
2020-03-01,2020,3,-13.25,election_year
2020-04-01,2020,4,13.6,election_year
2020-05-01,2020,5,5.58,election_year
2020-06-01,2020,6,2.46,election_year
2020-07-01,2020,7,5.84,election_year
2020-08-01,2020,8,7.63,election_year
2020-09-01,2020,9,-3.63,election_year
2020-10-01,2020,10,-2.07,election_year
2020-11-01,2020,11,12.46,election_year
2020-12-01,2020,12,4.64,election_year
2021-01-01,2021,1,-0.07,post_election_year
2021-02-01,2021,2,2.81,post_election_year
2021-03-01,2021,3,3.17,post_election_year
2021-04-01,2021,4,4.95,post_election_year
2021-05-01,2021,5,0.3,post_election_year
2021-06-01,2021,6,2.74,post_election_year
2021-07-01,2021,7,1.34,post_election_year
2021-08-01,2021,8,2.94,post_election_year
2021-09-01,2021,9,-4.4,post_election_year
2021-10-01,2021,10,6.63,post_election_year
2021-11-01,2021,11,-1.58,post_election_year
2021-12-01,2021,12,3.24,post_election_year
2022-01-01,2022,1,-6.16,midterm_year
2022-02-01,2022,2,-2.28,midterm_year
2022-03-01,2022,3,3.08,midterm_year
2022-04-01,2022,4,-9.41,midterm_year
2022-05-01,2022,5,-0.31,midterm_year
2022-06-01,2022,6,-8.34,midterm_year
2022-07-01,2022,7,9.65,midterm_year
2022-08-01,2022,8,-3.58,midterm_year
2022-09-01,2022,9,-9.15,midterm_year
2022-10-01,2022,10,8.08,midterm_year
2022-11-01,2022,11,4.94,midterm_year
2022-12-01,2022,12,-6.05,midterm_year
2023-01-01,2023,1,6.96,pre_election_year
2023-02-01,2023,2,-2.23,pre_election_year
2023-03-01,2023,3,2.84,pre_election_year
2023-04-01,2023,4,0.97,pre_election_year
2023-05-01,2023,5,0.7,pre_election_year
2023-06-01,2023,6,6.86,pre_election_year
2023-07-01,2023,7,3.66,pre_election_year
2023-08-01,2023,8,-1.91,pre_election_year
2023-09-01,2023,9,-4.8,pre_election_year
2023-10-01,2023,10,-2.68,pre_election_year
2023-11-01,2023,11,9.32,pre_election_year
2023-12-01,2023,12,5.28,pre_election_year
2024-01-01,2024,1,1.2,election_year
2024-02-01,2024,2,5.49,election_year
2024-03-01,2024,3,3.27,election_year
2024-04-01,2024,4,-4.18,election_year
2024-05-01,2024,5,4.77,election_year
2024-06-01,2024,6,3.21,election_year
2024-07-01,2024,7,1.67,election_year
2024-08-01,2024,8,2.08,election_year
2024-09-01,2024,9,2.12,election_year
2024-10-01,2024,10,-0.61,election_year
2024-11-01,2024,11,6.89,election_year
2024-12-01,2024,12,-2.8,election_year
2025-01-01,2025,1,3.17,post_election_year
2025-02-01,2025,2,-2.11,post_election_year
2025-03-01,2025,3,-6.05,post_election_year
2025-04-01,2025,4,-0.49,post_election_year
2025-05-01,2025,5,6.44,post_election_year
2025-06-01,2025,6,5.2,post_election_year
2025-07-01,2025,7,2.32,post_election_year
2025-08-01,2025,8,2.22,post_election_year
2025-09-01,2025,9,3.72,post_election_year
2025-10-01,2025,10,2.33,post_election_year
2025-11-01,2025,11,0.17,post_election_year
2025-12-01,2025,12,-0.02,post_election_year
2026-01-01,2026,1,1.33,midterm_year
2026-02-01,2026,2,-0.89,midterm_year
2026-03-01,2026,3,-4.89,midterm_year
2026-04-01,2026,4,10.24,midterm_year
2026-05-01,2026,5,5.22,midterm_year
2026-06-01,2026,6,-0.78,midterm_year
